EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,SAMPNO,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,POC,POC_FLAG_W,PON,PON_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,14C-DOC,14C-DOC_FLAG_W,14C-DOCERR,13C-DOC,13C-DOC_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,UMOL/KG,,UMOL/KG,,UG/KG,,UG/KG,,/MILLE,,/MILLE,/MILLE,,/MILLE,,/MILLE,/MILLE,
  33RO20161119,   P18,   115,  1,      3,  11102,2,20161221,0642,-23.4995,-103.0006, 3927,   3504.6,   1.8144,  34.6833,2,  34.6847,2,    136.1,2,    150.7,2,   125.50,6,    35.40,6,     0.00,6,     2.48,6,    0.000,2,    0.000,2,        0,2,   2319.5,2,   2417.8,6,   7.5739,2,    25.00,     37.8,2,    37.30,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,      4,  11103,2,20161221,0642,-23.4995,-103.0006, 3927,   3174.4,   1.8030,  34.6796,2,  34.6819,2,    138.5,2,    153.7,6,   122.70,6,    35.00,6,     0.00,6,     2.46,6,    0.000,2,    0.001,2,        0,2,   2313.9,2,   2412.5,2,   7.5744,2,    25.00,     37.1,2,    37.10,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,      5,  11104,2,20161221,0642,-23.4995,-103.0006, 3927,   2880.0,   1.8269,  34.6735,2,  34.6763,2,    141.4,2,    156.4,2,   118.80,2,    34.80,2,     0.00,2,     2.43,2,    0.001,2,    0.001,2,        0,2,   2306.4,2,   2403.7,2,   7.5750,2,    25.00,     35.2,2,    37.50,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,      6,  11105,2,20161221,0642,-23.4995,-103.0006, 3927,   2560.2,   1.8773,  34.6642,2,  34.6665,6,    142.8,2,    160.3,3,   115.60,2,    34.50,2,     0.00,2,     2.43,2,    0.001,6,    0.001,6,        0,6,   2301.4,2,   2395.2,2,   7.5720,2,    25.00,     36.3,2,    36.20,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,      7,  11106,2,20161221,0642,-23.4995,-103.0006, 3927,   2260.5,   1.9668,  34.6515,2,  34.6562,2,    141.5,2,    155.4,2,   112.30,2,    35.00,2,     0.00,2,     2.44,2,    0.000,2,    0.000,2,        0,2,   2298.5,2,   2390.8,2,   7.5649,2,    25.00,     37.0,2,    37.40,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,      8,  11107,2,20161221,0642,-23.4995,-103.0006, 3927,   1949.1,   2.1877,  34.6272,2,  34.6293,2,    135.8,2,    149.0,2,   107.00,2,    35.40,2,     0.00,2,     2.48,2,    0.001,2,    0.000,2,        0,2,   2298.2,2,   2384.8,2,   7.5524,2,    25.00,     36.5,2,    36.90,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,      9,  11108,2,20161221,0642,-23.4995,-103.0006, 3927,   1604.4,   2.6728,  34.5866,2,  34.5884,2,    121.5,2,    132.5,2,    98.90,2,    37.00,2,     0.00,2,     2.58,2, -999.000,5, -999.000,5,     -999,5,   2297.8,6,   2375.9,2,   7.5243,2,    25.00,     37.9,2,    39.80,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     10,  11109,2,20161221,0642,-23.4995,-103.0006, 3927,   1388.5,   3.0749,  34.5546,2,  34.5585,2,    121.2,2,    131.7,2,    88.20,2,    36.80,2,     0.00,2,     2.59,2,    0.001,2,    0.001,2,        0,2,   2288.1,2,   2362.3,2,   7.5209,2,    25.00,     38.4,2,    40.80,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     11,  11110,2,20161221,0642,-23.4995,-103.0006, 3927,   1256.8,   3.4136,  34.5362,2,  34.5371,2,    117.5,2,    128.2,2,    81.70,2,    37.10,2,     0.00,2,     2.60,2,    0.004,2,    0.002,2,        0,2,   2282.1,2,   2354.3,2,   7.5156,2,    25.00,     37.5,2,    39.60,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     12,  11111,2,20161221,0642,-23.4995,-103.0006, 3927,   1114.9,   3.7373,  34.5065,2,  34.5101,2,    115.3,2,    125.4,2,    72.00,2,    37.40,2,     0.00,2,     2.62,2,    0.008,2,    0.005,2,        0,2,   2273.4,2,   2343.2,2,   7.5078,2,    25.00,     37.3,2,    40.80,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     13,  11112,2,20161221,0642,-23.4995,-103.0006, 3927,    984.3,   4.1209,  34.4606,2,  34.4627,2,    119.5,2,    129.6,2,    59.40,2,    36.80,2,     0.00,2,     2.59,2,    0.026,2,    0.015,2,        0,2,   2258.4,2,   2331.4,2,   7.5143,6,    25.00,     37.2,2,    40.10,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     14,  11113,2,20161221,0642,-23.4995,-103.0006, 3927,    851.3,   4.6553,  34.4035,2,  34.4074,2,    116.1,2,    125.4,2,    44.70,2,    37.30,2,     0.00,2,     2.61,2,    0.284,6,    0.144,6,   0.0438,6,   2247.8,2,   2312.0,6,   7.4931,2,    25.00,     36.8,2,    40.80,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     15,  11114,2,20161221,0642,-23.4995,-103.0006, 3927,    728.5,   5.1397,  34.3332,2,  34.3481,2,    153.7,2,    163.1,2,    27.50,2,    33.10,2,     0.00,2,     2.30,2,    1.195,2,    0.587,2,   0.2142,2,   2210.6,2,   2293.2,2,   7.5515,2,    25.00,     40.3,2,    35.50,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     16,  11115,2,20161221,0642,-23.4995,-103.0006, 3927,    609.8,   5.7816,  34.2881,2,  34.2919,2,    196.3,2,    206.1,2,    14.00,2,    27.50,2,     0.00,2,     1.96,2,    2.917,2,    1.444,2,   0.5887,2,   2175.0,2,   2282.8,2,   7.6227,2,    25.00,     38.3,2,    30.00,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     17,  11116,2,20161221,0642,-23.4995,-103.0006, 3927,    505.1,   6.6640,  34.3216,2,  34.3355,2,    175.7,2,    186.0,2,    12.20,2,    27.00,2,     0.00,2,     1.97,2,    3.144,2,    1.598,2,   0.7623,2,   2182.4,2,   2281.4,2,   7.5971,2,    25.00,     39.9,2,    30.60,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     18,  11117,2,20161221,0642,-23.4995,-103.0006, 3927,    404.5,   8.4467,  34.3417,2,  34.3467,2,    143.0,2,    151.3,2,    10.70,2,    24.60,2,     0.00,2,     1.98,2,    2.964,2,    1.563,2,   0.9605,2,   2188.0,2,   2276.5,2,   7.5727,2,    25.00,     41.9,2,    28.70,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     19,  11083,2,20161221,0642,-23.4995,-103.0006, 3927,    302.9,  12.6979,  34.5165,2,  34.4943,2,    181.1,2,    189.4,6,     2.60,2,    10.60,2,     0.01,2,     1.06,2,    2.939,2,    1.685,2,   1.4279,2,   2118.5,2,   2282.5,2,   7.7679,2,    25.00,     44.4,2,    14.40,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     20,  11118,2,20161221,0642,-23.4995,-103.0006, 3927,    217.1,  18.0474,  35.3097,2,  35.3025,6,    199.8,2,    209.6,2,     0.50,2,     0.30,2,     0.10,2,     0.36,2,    2.310,2,    1.404,2,   1.5965,2,   2087.5,2,   2326.0,2,   7.9249,2,    25.00,     52.3,2,     4.40,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     21,  11119,2,20161221,0642,-23.4995,-103.0006, 3927,    144.3,  20.7573,  35.8480,2,  35.8511,2,    212.7,2,    222.7,2,     0.40,2,     0.00,2,     0.00,2,     0.20,2,    2.025,2,    1.239,2,    1.582,2,   2078.1,2,   2363.2,2,   7.9936,2,    25.00,     61.6,2,     3.70,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     22,  11120,2,20161221,0642,-23.4995,-103.0006, 3927,     69.1,  22.1958,  36.0866,2,  36.0911,2,    213.8,2,    223.0,2,     0.40,2,     0.00,2,     0.00,2,     0.24,2,    1.946,2,    1.190,2,    1.575,2,   2081.2,2,   2382.1,2,   8.0117,2,    25.00,     67.4,2,     3.80,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     23,  11121,2,20161221,0642,-23.4995,-103.0006, 3927,     40.1,  23.6216,  36.2784,2,  36.2841,2,    204.5,2,    213.5,2,     0.40,2,     0.00,2,     0.00,2,     0.23,2,    1.791,2,    1.115,2,    1.503,2,   2090.4,2,   2395.0,2,   8.0159,2,    25.00,     72.1,2,     6.00,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   115,  1,     24,  11122,2,20161221,0642,-23.4995,-103.0006, 3927,      3.0,  24.4722,  36.3281,2,  36.3261,2,    201.6,2,    211.2,2,     0.40,2,     0.00,2,     0.00,2,     0.24,2,    1.761,2,    1.095,2,    1.448,2,   2093.4,6,   2398.4,6,   8.0142,2,    25.00,     70.1,2,     4.50,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,      1,  11010,2,20170101,0129,-23.9002,-103.0002, 3959,   4002.5,   1.8598,  34.6833,2,  34.6877,2,    135.4,2,    150.7,6,   129.10,6,    35.10,6,     0.01,6,     2.51,6,    0.001,2,    0.001,2,        0,2,   2322.6,6,   2415.9,2,   7.5773,6,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,      2,  11101,2,20170101,0129,-23.9002,-103.0002, 3959,   3601.1,   1.8195,  34.6827,2,  34.6864,2,    135.6,2,    150.8,2,   128.60,6,    35.10,6,     0.00,6,     2.49,6,    0.004,2,    0.003,2,        0,2,   2318.8,2,   2413.3,2,   7.5775,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,      3,  11102,2,20170101,0129,-23.9002,-103.0002, 3959,   3295.1,   1.8017,  34.6803,2,  34.6834,6,    137.2,2,    153.2,2,   127.00,6,    35.10,6,     0.00,6,     2.49,6,    0.004,6,    0.001,6,        0,6,   2315.5,2,   2412.3,6,   7.5751,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,      4,  11103,2,20170101,0129,-23.9002,-103.0002, 3959,   2975.0,   1.8125,  34.6752,2,  34.6784,2,    140.0,2,    155.5,2,   123.20,6,    34.80,6,     0.01,6,     2.47,6,    0.002,2,    0.002,2,        0,2,   2307.8,2,   2405.6,2,   7.5763,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,      5,  11104,2,20170101,0129,-23.9002,-103.0002, 3959,   2645.6,   1.8542,  34.6667,2,  34.6699,2,    142.2,2,    157.4,2,   119.50,2,    34.60,2,     0.01,2,     2.46,2,    0.000,2,    0.001,2,        0,2,   2300.7,2,   2402.8,2,   7.5735,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,      6,  11105,2,20170101,0129,-23.9002,-103.0002, 3959,   2360.5,   1.9179,  34.6564,2,  34.6586,2,    142.0,2,    156.5,2,   116.50,2,    34.60,2,     0.00,2,     2.47,2,    0.001,2,    0.000,2,        0,2,   2299.8,2,   2397.3,2,   7.5697,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,      7,  11106,2,20170101,0129,-23.9002,-103.0002, 3959,   2059.6,   2.0680,  34.6383,2,  34.6408,2,    138.9,2,    153.2,2,   112.00,2,    34.80,2,     0.00,2,     2.49,2,    0.001,2,    0.002,2,        0,2,   2296.5,2,   2391.8,2,   7.5615,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,      8,  11107,2,20170101,0129,-23.9002,-103.0002, 3959,   1750.8,   2.3929,  34.6041,2,  34.6088,2,    132.4,2,    146.0,2,   103.80,2,    35.60,2,     0.00,2,     2.55,2,    0.003,2,    0.002,2,        0,2,   2292.9,2,   2379.8,2,   7.5441,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,      9,  11108,2,20170101,0129,-23.9002,-103.0002, 3959,   1475.6,   2.8555,  34.5632,2,  34.5658,2,    127.0,2,    138.8,2,    92.90,2,    36.20,2,     0.01,2,     2.58,2,    0.002,2,    0.002,2,        0,2,   2283.0,2,   2361.5,2,   7.5316,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     10,  11109,2,20170101,0129,-23.9002,-103.0002, 3959,   1305.4,   3.2708,  34.5373,2,  34.5404,2,    123.2,2,    134.0,2,    84.40,2,    36.40,2,     0.01,2,     2.59,2,    0.005,2,    0.002,2,        0,2,   2277.9,2,   2353.4,2,   7.5270,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     11,  11110,2,20170101,0129,-23.9002,-103.0002, 3959,   1165.9,   3.5817,  34.5059,2,  34.5112,2,    120.1,2,    130.3,2,    75.10,2,    36.60,2,     0.01,2,     2.62,2,    0.013,2,    0.009,2,        0,2,   2272.3,2,   2341.9,2,   7.5157,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     12,  11111,2,20170101,0129,-23.9002,-103.0002, 3959,   1025.1,   3.9723,  34.4584,2,  34.4689,2,    115.8,2,    126.7,2,    63.10,2,    37.30,2,     0.01,2,     2.64,2,    0.057,2,    0.030,2,        0,2,   2264.3,2,   2327.9,2,   7.5016,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     13,  11112,2,20170101,0129,-23.9002,-103.0002, 3959,    895.4,   4.4656,  34.4095,2,  34.4134,2,    118.1,2,    127.8,2,    48.90,2,    36.80,2,     0.01,2,     2.62,2,    0.188,2,    0.097,2,        0,2,   2246.2,2,   2311.0,2,   7.4987,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     14,  11113,2,20170101,0129,-23.9002,-103.0002, 3959,    770.6,   5.0613,  34.3386,2,  34.3476,2,    148.9,2,    159.3,2,    30.00,2,    33.30,2,     0.01,2,     2.38,2,    1.082,2,    0.531,2,   0.2005,2,   2213.1,2,   2291.2,2,   7.5503,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     15,  11114,2,20170101,0129,-23.9002,-103.0002, 3959,    650.6,   5.5739,  34.2950,2,  34.2989,6,    183.9,2,    195.9,2,    17.50,2,    28.80,2,     0.01,2,     2.10,2,    2.433,2,    1.200,2,   0.4551,2,   2183.7,2,   2285.5,2,   7.6049,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     16,  11115,2,20170101,0129,-23.9002,-103.0002, 3959,    531.1,   6.3317,  34.3048,2,  34.3091,2,    192.6,2,    204.0,2,    11.90,2,    26.10,2,     0.01,2,     1.91,2,    3.350,2,    1.699,2,   0.7959,2,   2173.5,2,   2278.8,6,   7.6238,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     17,  11116,2,20170101,0129,-23.9002,-103.0002, 3959,    435.4,   7.8389,  34.3742,2,  34.3778,2,    121.9,2,    131.2,2,    14.90,2,    28.30,2,     0.01,2,     2.22,2,    2.514,2,    1.304,2,   0.6226,2,   2205.9,6,   2279.4,2,   7.5170,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     18,  11117,2,20170101,0129,-23.9002,-103.0002, 3959,    335.8,  10.3523,  34.3369,2,  34.3378,2,    171.7,2,    181.5,2,     5.40,2,    16.70,2,     0.01,2,     1.49,2,    3.150,2,    1.758,2,   1.2646,2,   2145.2,2,   2271.8,2,   7.6832,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     19,  11083,2,20170101,0129,-23.9002,-103.0002, 3959,    230.7,  15.9460,  34.9495,2,  34.9582,2,    192.9,2,    203.2,2,     0.90,2,     3.10,2,     0.02,2,     0.59,2,    2.539,2,    1.532,2,   1.6042,2,   2093.9,2,   2307.2,2,   7.8775,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     20,  11118,2,20170101,0129,-23.9002,-103.0002, 3959,    169.6,  19.6487,  35.6328,2,  35.6332,2,    207.7,2,    217.1,2,     0.50,2,     0.00,2,     0.01,2,     0.26,2,    2.111,6,    1.308,6,   1.5479,6,   2081.7,2,   2350.6,2,   7.9702,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     21,  11119,2,20170101,0129,-23.9002,-103.0002, 3959,    105.3,  21.9401,  36.0792,2,  36.0830,2,    213.0,2,    223.2,2,     0.50,2,     0.00,2,     0.01,2,     0.23,2,    1.931,2,    1.201,2,   1.5563,2,   2081.8,2,   2379.6,2,   8.0126,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     22,  11120,2,20170101,0129,-23.9002,-103.0002, 3959,     50.7,  24.0053,  36.3679,2,  36.3594,2,    203.9,2,    213.9,2,     0.50,2,     0.00,2,     0.01,2,     0.26,2,    1.782,2,    1.112,2,   1.4696,2,   2093.2,2,   2399.7,2,   8.0194,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     23,  11121,2,20170101,0129,-23.9002,-103.0002, 3959,     20.3,  24.7161,  36.3605,2,  36.3640,2,    200.2,2,    209.5,6,     0.50,2,     0.00,2,     0.00,2,     0.29,2,    1.725,2,    1.081,2,   1.4249,2,   2094.2,6,   2397.9,6,   8.0203,6,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   116,  2,     24,  11122,2,20170101,0129,-23.9002,-103.0002, 3959,      2.8,  25.0795,  36.3958,2,  36.4002,2,    199.0,2,    207.9,2,     0.50,2,     0.00,2,     0.01,2,     0.30,2,    1.696,2,    1.067,2,   1.4303,2,   2098.1,2,   2399.0,2,   8.0204,2,    25.00,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   117,  2,      1,  11010,2,20170101,0904,-24.4999,-102.3335, 3642,   3766.0,   1.8394,  34.6827,2,  34.6859,2,    136.4,2,    153.5,2,   128.60,6,    35.50,6,     0.01,6,     2.49,6,    0.002,2,    0.001,2,        0,2,   2324.3,6,   2417.3,2,   7.5790,2,    25.00,     35.1,2,    38.50,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   117,  2,      2,  11101,2,20170101,0904,-24.4999,-102.3335, 3642,   3401.0,   1.8134,  34.6808,2,  34.6824,2,    137.3,2,    152.3,6,   127.20,6,    35.50,6,     0.01,6,     2.48,6, -999.000,9, -999.000,9,     -999,9,   2318.7,2,   2413.1,2,   7.5765,6,    25.00,     35.6,2,    36.90,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   117,  2,      3,  11102,2,20170101,0904,-24.4999,-102.3335, 3642,   2990.1,   1.8157,  34.6751,2,  34.6776,2,    140.4,2,    155.8,2,   123.70,6,    35.20,6,     0.01,6,     2.47,6, -999.000,9, -999.000,9,     -999,9,   2310.4,2,   2408.0,2,   7.5758,2,    25.00,     36.3,2,    36.90,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   117,  2,      4,  11103,2,20170101,0904,-24.4999,-102.3335, 3642,   2774.6,   1.8365,  34.6702,2,  34.6727,2,    142.3,2,    156.5,2,   120.60,6,    35.00,6,     0.01,6,     2.45,6, -999.000,9, -999.000,9,     -999,9,   2305.8,2,   2397.5,6,   7.5774,2,    25.00,     35.7,2,    37.40,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -578.0,2,      5.0,    -21.8,2
  33RO20161119,   P18,   117,  2,      5,  11104,2,20170101,0904,-24.4999,-102.3335, 3642,   2499.4,   1.8839,  34.6619,2,  34.6681,6,    142.6,2,    157.1,2,   118.00,2,    35.10,2,     0.01,2,     2.45,2, -999.000,9, -999.000,9,     -999,9,   2301.1,2,   2400.6,2,   7.5725,2,    25.00,     37.3,2,    36.00,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   117,  2,      6,  11105,2,20170101,0904,-24.4999,-102.3335, 3642,   2201.1,   1.9811,  34.6489,2,  34.6521,2,    140.7,2,    154.4,2,   115.00,2,    35.30,2,     0.01,2,     2.46,2, -999.000,9, -999.000,9,     -999,9,   2300.1,2,   2387.0,2,   7.5656,2,    25.00,     37.4,2,    37.80,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   117,  2,      7,  11106,2,20170101,0904,-24.4999,-102.3335, 3642,   1939.9,   2.1605,  34.6280,2,  34.6336,2,    137.5,2,    150.5,2,   109.80,2,    35.60,2,     0.01,2,     2.50,2, -999.000,9, -999.000,9,     -999,9,   2298.4,2,   2381.3,2,   7.5568,2,    25.00,     35.9,2,    37.70,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
  33RO20161119,   P18,   117,  2,      8,  11107,2,20170101,0904,-24.4999,-102.3335, 3642,   1660.3,   2.5198,  34.5932,2,  34.5971,2,    129.7,2,    141.7,2,   101.40,2,    36.40,2,     0.01,2,     2.55,2, -999.000,9, -999.000,9,     -999,9,   2293.2,2,   2368.3,2,   7.5391,2,    25.00,     37.1,2,    38.10,2,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,9,   -999.0,   -999.0,9
